timestamp,cpu_percent,memory_percent,memory_used_gb,disk_percent,disk_used_gb
2026-03-24 19:25:43,27.3,72.9,11.184452056884766,26.9,41.999847412109375
2026-03-24 19:25:48,28.4,73.2,11.234367370605469,26.9,41.999847412109375
2026-03-24 19:25:53,17.1,73.1,11.215896606445312,26.9,41.999847412109375
2026-03-24 19:25:58,0.0,70.5,10.820926666259766,26.9,41.999847412109375
2026-03-24 19:26:04,1.3,70.8,10.856346130371094,26.9,41.999847412109375
2026-03-24 19:26:09,21.0,70.9,10.87826919555664,26.9,41.999847412109375
2026-03-24 19:26:14,5.1,72.4,11.1065673828125,26.9,41.999847412109375
2026-03-24 19:26:19,9.4,72.4,11.111629486083984,26.9,41.999847412109375
2026-03-24 19:26:24,6.0,72.8,11.168346405029297,26.9,41.999847412109375
2026-03-24 19:26:29,6.8,72.3,11.086723327636719,26.9,41.999847412109375
2026-03-24 19:26:34,0.0,72.4,11.104358673095703,26.9,41.999847412109375
2026-03-24 19:26:39,8.3,72.4,11.105781555175781,26.9,41.999847412109375
2026-03-24 19:26:44,18.4,72.4,11.102149963378906,26.9,41.999847412109375
2026-03-24 19:26:49,21.9,70.9,10.883342742919922,26.9,41.999847412109375
2026-03-24 19:26:55,3.8,70.4,10.793540954589844,26.9,41.999847412109375
2026-03-24 19:27:00,14.3,70.4,10.805511474609375,26.9,41.999847412109375
2026-03-24 19:27:05,18.8,71.2,10.924068450927734,26.9,41.999847412109375
2026-03-24 19:27:10,9.6,71.2,10.920795440673828,26.9,41.999847412109375
2026-03-24 19:27:15,3.9,70.8,10.859130859375,26.9,41.999847412109375
2026-03-24 19:27:20,1.2,70.8,10.860355377197266,26.9,41.999847412109375
2026-03-24 19:27:25,6.7,70.7,10.850421905517578,26.9,41.999847412109375
2026-03-24 19:27:30,12.0,70.6,10.838417053222656,26.9,41.999847412109375
2026-03-24 19:27:35,16.7,70.7,10.840316772460938,26.9,41.999847412109375
2026-03-24 19:27:40,11.4,70.7,10.845287322998047,26.9,41.999847412109375
2026-03-24 19:27:46,3.8,70.7,10.84029769897461,26.9,41.999847412109375
2026-03-24 19:27:51,9.7,70.8,10.85870361328125,26.9,41.999847412109375
2026-03-24 19:27:56,9.1,71.0,10.897842407226562,26.9,41.999847412109375
2026-03-24 19:28:01,13.8,71.1,10.902824401855469,26.9,41.999847412109375
2026-03-24 19:28:06,16.7,71.1,10.906028747558594,26.9,41.999847412109375
2026-03-24 19:28:11,10.5,71.2,10.919857025146484,26.9,41.999847412109375
2026-03-24 19:28:16,28.9,71.7,10.994338989257812,26.9,41.999847412109375
2026-03-24 19:28:21,14.1,72.0,11.042804718017578,26.9,41.999847412109375
2026-03-24 19:28:26,5.1,72.4,11.110767364501953,26.9,41.999847412109375
2026-03-24 19:28:32,3.6,71.5,10.965095520019531,26.9,41.999847412109375
2026-03-24 19:28:37,3.8,71.4,10.960609436035156,26.9,41.999847412109375
2026-03-24 19:28:42,11.1,71.0,10.89175796508789,26.9,41.999847412109375
2026-03-24 19:28:47,2.6,71.0,10.889663696289062,26.9,41.999847412109375
2026-03-24 19:28:52,10.0,71.0,10.891979217529297,26.9,41.999847412109375
2026-03-24 19:28:57,16.5,71.0,10.896808624267578,26.9,41.999847412109375
2026-03-24 19:29:02,7.1,70.7,10.851699829101562,26.9,41.999847412109375
2026-03-24 19:29:07,15.0,70.9,10.873451232910156,26.9,41.999847412109375
2026-03-24 19:29:12,12.2,70.9,10.872055053710938,26.9,41.999847412109375
2026-03-24 19:29:17,3.9,70.9,10.874969482421875,26.9,41.999847412109375
2026-03-24 19:29:23,8.7,71.0,10.890396118164062,26.9,41.999847412109375
2026-03-24 19:29:28,7.7,71.1,10.905414581298828,26.9,41.999847412109375
2026-03-24 19:29:33,14.8,71.3,10.946155548095703,26.9,41.999847412109375
2026-03-24 19:29:38,19.5,71.3,10.94149398803711,26.9,41.999847412109375
2026-03-24 19:29:43,10.5,71.1,10.913898468017578,26.9,41.999847412109375
2026-03-24 19:29:48,11.0,71.1,10.905132293701172,26.9,41.999847412109375
2026-03-24 19:29:53,7.5,71.2,10.922393798828125,26.9,41.999847412109375
2026-03-24 19:29:58,5.1,71.1,10.91497802734375,26.9,41.999847412109375
2026-03-24 19:30:03,2.6,71.1,10.901313781738281,26.9,41.999847412109375
2026-03-24 19:30:08,7.1,71.0,10.899070739746094,26.9,41.999847412109375
2026-03-24 19:30:14,13.5,71.2,10.917770385742188,26.9,41.999847412109375
2026-03-24 19:30:19,19.4,71.2,10.922004699707031,26.9,41.999847412109375
2026-03-24 19:30:24,1.3,71.2,10.926692962646484,26.9,41.999847412109375
2026-03-24 19:30:29,15.1,71.2,10.92392349243164,26.9,41.999847412109375
2026-03-24 19:30:34,0.0,71.0,10.887248992919922,26.9,41.999847412109375
2026-03-24 19:30:39,4.8,70.9,10.878753662109375,26.9,41.999847412109375
2026-03-24 19:30:44,1.4,70.9,10.883369445800781,26.9,41.999847412109375
2026-03-24 19:30:49,5.8,71.2,10.916973114013672,26.9,41.999847412109375
2026-03-24 19:30:54,23.5,71.3,10.93927001953125,26.9,41.999847412109375
2026-03-24 19:30:59,12.3,71.4,10.95755386352539,26.9,41.999847412109375
2026-03-24 19:31:05,2.5,71.8,11.014537811279297,26.9,41.999847412109375
2026-03-24 19:31:10,29.5,71.4,10.959442138671875,26.9,41.999847412109375
2026-03-24 19:31:15,6.8,71.5,10.967735290527344,26.9,41.999847412109375
2026-03-24 19:31:20,1.1,71.1,10.911632537841797,26.9,41.999847412109375
